"Uddannelsessted","url","Valgt","Nummer","Uni","Region","Startdato","Afdeling","Speciale","Uddannelsessted2","Afdeling2","Speciale2","id","Runde","Rundestart","lon","lat"
"Regionshospitalet Herning","https://www.basislaege.dk/Ajax_get2012v1.asp","12. okt 11:12",166,"AU","Midt.",2012-05-01,"Akutafdelingen","Tværgående","Almen praksis i Herning Kommune","Almen praksis","Almen medicin",NA,"Forår 12",2012-02-01,8.9692161,56.1406612
"Regionshospitalet Herning","https://www.basislaege.dk/Ajax_get2012v2.asp","13. apr 18:40",270,"AU","Midt.",2012-11-01,"Akutafdelingen","Tværgående","Almen praksis i Herning Kommune","Almen praksis","Almen medicin",NA,"Efterår 12",2012-08-01,8.9692161,56.1406612
"Regionshospitalet Herning","https://www.basislaege.dk/Ajax_get2011v2.asp","12. apr 09:10",82,"SDU","Midt.",2011-11-01,"Akutafdelingen","Tværgående","Almen praksis i Herning Kommune","Almen praksis","Almen medicin",NA,"Efterår 11",2011-08-01,8.9692161,56.1406612
"Regionshospitalet Herning","https://www.basislaege.dk/Ajax_get2010v2.asp","16. apr 16:51",344,"AU","Midt.",2010-11-01,"Akutafdelingen","Tværgående","Almen praksis i Ringkøbing-Skjern Kommune","Almen praksis","Almen medicin",NA,"Efterår 10",2010-08-01,8.9692161,56.1406612
"Regionshospitalet Herning","https://www.basislaege.dk/Ajax_get2012v2.asp","17. apr 12:40",390,"AU","Midt.",2012-08-01,"Akutafdelingen","Tværgående","Regionspsykiatrien Herning","Psykiatrisk afdeling","Psykiatri",NA,"Efterår 12",2012-08-01,8.9692161,56.1406612
"Regionshospitalet Herning","https://www.basislaege.dk/Ajax_get2012v2.asp","16. apr 14:40",323,"AU","Midt.",2012-11-01,"Akutafdelingen","Tværgående","Almen praksis i Ikast-Brande Kommune","Almen praksis","Almen medicin",NA,"Efterår 12",2012-08-01,8.9692161,56.1406612
"Regionshospitalet Herning","https://www.basislaege.dk/AJAX_Timelines.asp","16. okt. 19:20",119,"AU","Midt.",2019-02-01,"Akutafdelingen *","Akutmedicin","Almen praksis i Herning Kommune","Almen praksis","Almen medicin","218","Forår 19",2019-02-01,8.9692161,56.1406612
"Regionshospitalet Herning","https://www.basislaege.dk/Ajax_get2011v2.asp","18. apr 13:03",401,"SDU","Midt.",2011-11-01,"Akutafdelingen","Tværgående","Almen praksis i Ringkøbing-Skjern Kommune","Almen praksis","Almen medicin",NA,"Efterår 11",2011-08-01,8.9692161,56.1406612
"Regionshospitalet Herning","https://www.basislaege.dk/Ajax_get2011v1.asp","15. okt 19:18",348,"KU","Midt.",2011-02-01,"Akutafdelingen","Tværgående","Almen praksis i Ringkøbing-Skjern Kommune","Almen praksis","Almen medicin",NA,"Forår 11",2011-02-01,8.9692161,56.1406612
"Regionshospitalet Herning","https://www.basislaege.dk/Ajax_get2013v1.asp","11. okt 15:09",271,"AU","Midt.",2013-05-01,"Akutafdelingen","Tværgående","Almen praksis i Herning Kommune","Almen praksis","Almen medicin",NA,"Forår 13",2013-02-01,8.9692161,56.1406612
"Regionshospitalet Herning","https://www.basislaege.dk/AJAX_Timelines.asp","16. okt. 10:20",70,"SDU","Midt.",2019-02-01,"Akutafdelingen *","Akutmedicin","Almen praksis i Herning Kommune","Almen praksis","Almen medicin","513","Forår 19",2019-02-01,8.9692161,56.1406612
"Regionshospitalet Herning","https://www.basislaege.dk/Ajax_get2010v2.asp","16. apr 16:00",339,"KU","Midt.",2010-08-01,"Akutafdelingen","Tværgående","Almen praksis i Herning Kommune","Almen praksis","Almen medicin",NA,"Efterår 10",2010-08-01,8.9692161,56.1406612
"Regionshospitalet Herning","https://www.basislaege.dk/Ajax_get2013v1.asp","12. okt 18:51",375,"AU","Midt.",2013-05-01,"Akutafdelingen","Tværgående","Almen praksis i Ringkøbing-Skjern Kommune","Almen praksis","Almen medicin",NA,"Forår 13",2013-02-01,8.9692161,56.1406612
"Regionshospitalet Herning","https://www.basislaege.dk/Ajax_get2010v2.asp","16. apr 16:20",341,"AU","Midt.",2010-11-01,"Akutafdelingen","Tværgående","Almen praksis i Ikast-Brande Kommune","Almen praksis","Almen medicin",NA,"Efterår 10",2010-08-01,8.9692161,56.1406612
"Regionshospitalet Herning","https://www.basislaege.dk/Ajax_get2011v2.asp","18. apr 08:49",378,"KU","Midt.",2011-11-01,"Akutafdelingen","Tværgående","Almen praksis i Ringkøbing-Skjern Kommune","Almen praksis","Almen medicin",NA,"Efterår 11",2011-08-01,8.9692161,56.1406612
"Regionshospitalet Herning","https://www.basislaege.dk/Ajax_get2011v1.asp","14. okt 15:30",256,"AU","Midt.",2011-05-01,"Akutafdelingen","Tværgående","Almen praksis i Herning Kommune","Almen praksis","Almen medicin",NA,"Forår 11",2011-02-01,8.9692161,56.1406612
"Regionshospitalet Herning","https://www.basislaege.dk/Ajax_get2011v2.asp","14. apr 20:30",298,"AU","Midt.",2011-08-01,"Akutafdelingen","Tværgående","Almen praksis i Herning Kommune","Almen praksis","Almen medicin",NA,"Efterår 11",2011-08-01,8.9692161,56.1406612
"Regionshospitalet Herning","https://www.basislaege.dk/Ajax_get2012v2.asp","13. apr 15:21",249,"AU","Midt.",2012-11-01,"Akutafdelingen","Tværgående","Almen praksis i Herning Kommune","Almen praksis","Almen medicin",NA,"Efterår 12",2012-08-01,8.9692161,56.1406612
"Regionshospitalet Herning","https://www.basislaege.dk/Ajax_get2011v1.asp","15. okt 18:51",345,"KU","Midt.",2011-05-01,"Akutafdelingen","Tværgående","Almen praksis i Ringkøbing-Skjern Kommune","Almen praksis","Almen medicin",NA,"Forår 11",2011-02-01,8.9692161,56.1406612
"Regionshospitalet Herning","https://www.basislaege.dk/AJAX_Timelines.asp","18. okt. 15:00",246,"AU","Midt.",2019-05-01,"Akutafdelingen *","Akutmedicin","Almen praksis i Holstebro Kommune","Almen praksis","Almen medicin","22","Forår 19",2019-02-01,8.9692161,56.1406612
"Regionshospitalet Herning","https://www.basislaege.dk/Ajax_get2010v2.asp","16. apr 17:20",347,"AU","Midt.",2010-11-01,"Akutafdelingen","Tværgående","Almen praksis i Ringkøbing-Skjern Kommune","Almen praksis","Almen medicin",NA,"Efterår 10",2010-08-01,8.9692161,56.1406612
"Regionshospitalet Herning","https://www.basislaege.dk/AJAX_Timelines.asp","18. okt. 14:20",242,"AU","Midt.",2019-05-01,"Akutafdelingen *","Akutmedicin","Almen praksis i Herning Kommune","Almen praksis","Almen medicin","528","Forår 19",2019-02-01,8.9692161,56.1406612
"Regionshospitalet Herning","https://www.basislaege.dk/AJAX_Timelines.asp","18. okt. 09:30",212,"AU","Midt.",2019-05-01,"Akutafdelingen *","Akutmedicin","Almen praksis i Herning Kommune","Almen praksis","Almen medicin","105","Forår 19",2019-02-01,8.9692161,56.1406612
"Regionshospitalet Herning","https://www.basislaege.dk/Ajax_get2012v2.asp","16. apr 17:10",341,"KU","Midt.",2012-11-01,"Akutafdelingen","Tværgående","Almen praksis i Ringkøbing-Skjern Kommune","Almen praksis","Almen medicin",NA,"Efterår 12",2012-08-01,8.9692161,56.1406612
"Regionshospitalet Herning","https://www.basislaege.dk/Ajax_get2013v1.asp","10. okt 18:40",215,"AU","Midt.",2013-05-01,"Akutafdelingen","Tværgående","Almen praksis i Ikast-Brande Kommune","Almen praksis","Almen medicin",NA,"Forår 13",2013-02-01,8.9692161,56.1406612
"Regionshospitalet Herning","https://www.basislaege.dk/Ajax_get2010v2.asp","15. apr 12:11",245,"SDU","Midt.",2010-11-01,"Akutafdelingen","Tværgående","Almen praksis i Herning Kommune","Almen praksis","Almen medicin",NA,"Efterår 10",2010-08-01,8.9692161,56.1406612
"Regionshospitalet Herning","https://www.basislaege.dk/Ajax_get2011v2.asp","15. apr 19:21",365,"SDU","Midt.",2011-11-01,"Akutafdelingen","Tværgående","Almen praksis i Herning Kommune","Almen praksis","Almen medicin",NA,"Efterår 11",2011-08-01,8.9692161,56.1406612
"Regionshospitalet Herning","https://www.basislaege.dk/AJAX_Timelines.asp","20. okt. 16:20",405,"AU","Midt.",2019-02-01,"Akutafdelingen *","Akutmedicin","Regionspsykiatrien Vest","Psykiatrisk afdeling","Psykiatri","456","Forår 19",2019-02-01,8.9692161,56.1406612
"Regionshospitalet Herning","https://www.basislaege.dk/Ajax_get2012v1.asp","14. okt 08:01",293,"AU","Midt.",2012-02-01,"Akutafdelingen","Tværgående","Almen praksis i Ikast-Brande Kommune","Almen praksis","Almen medicin",NA,"Forår 12",2012-02-01,8.9692161,56.1406612
"Regionshospitalet Herning","https://www.basislaege.dk/Ajax_get2010v2.asp","15. apr 16:51",270,"SDU","Midt.",2010-11-01,"Akutafdelingen","Tværgående","Almen praksis i Herning Kommune","Almen praksis","Almen medicin",NA,"Efterår 10",2010-08-01,8.9692161,56.1406612
"Regionshospitalet Herning","https://www.basislaege.dk/Ajax_get2010v2.asp","16. apr 15:11",334,"KU","Midt.",2010-08-01,"Akutafdelingen","Tværgående","Almen praksis i Herning Kommune","Almen praksis","Almen medicin",NA,"Efterår 10",2010-08-01,8.9692161,56.1406612
"Regionshospitalet Herning","https://www.basislaege.dk/Ajax_get2012v1.asp","14. okt 14:18",329,"AU","Midt.",2012-02-01,"Akutafdelingen","Tværgående","Regionspsykiatrien Herning","Psykiatrisk afdeling","Psykiatri",NA,"Forår 12",2012-02-01,8.9692161,56.1406612
"Regionshospitalet Herning","https://www.basislaege.dk/Ajax_get2013v1.asp","10. okt 09:41",164,"KU","Midt.",2013-02-01,"Akutafdelingen","Tværgående","Almen praksis i Herning Kommune","Almen praksis","Almen medicin",NA,"Forår 13",2013-02-01,8.9692161,56.1406612
"Regionshospitalet Herning","https://www.basislaege.dk/AJAX_Timelines.asp","19. okt. 20:10",354,"AU","Midt.",2019-02-01,"Akutafdelingen *","Akutmedicin","Regionspsykiatrien Vest","Psykiatrisk afdeling","Psykiatri","303","Forår 19",2019-02-01,8.9692161,56.1406612
"Regionshospitalet Herning","https://www.basislaege.dk/Ajax_get2012v2.asp","16. apr 08:10",284,"AU","Midt.",2012-08-01,"Akutafdelingen","Tværgående","Almen praksis i Herning Kommune","Almen praksis","Almen medicin",NA,"Efterår 12",2012-08-01,8.9692161,56.1406612
"Regionshospitalet Herning","https://www.basislaege.dk/Ajax_get2013v1.asp","11. okt 19:51",301,"AU","Midt.",2013-02-01,"Akutafdelingen","Tværgående","Almen praksis i Ikast-Brande Kommune","Almen praksis","Almen medicin",NA,"Forår 13",2013-02-01,8.9692161,56.1406612
"Regionshospitalet Herning","https://www.basislaege.dk/Ajax_get2011v2.asp","15. apr 18:41",362,"KU","Midt.",2011-08-01,"Akutafdelingen","Tværgående","Almen praksis i Ringkøbing-Skjern Kommune","Almen praksis","Almen medicin",NA,"Efterår 11",2011-08-01,8.9692161,56.1406612
"Regionshospitalet Herning","https://www.basislaege.dk/Ajax_get2012v2.asp","16. apr 19:40",355,"KU","Midt.",2012-11-01,"Akutafdelingen","Tværgående","Almen praksis i Ringkøbing-Skjern Kommune","Almen praksis","Almen medicin",NA,"Efterår 12",2012-08-01,8.9692161,56.1406612
"Regionshospitalet Herning","https://www.basislaege.dk/Ajax_get2012v2.asp","11. apr 08:21",56,"AU","Midt.",2012-11-01,"Akutafdelingen","Tværgående","Almen praksis i Herning Kommune","Almen praksis","Almen medicin",NA,"Efterår 12",2012-08-01,8.9692161,56.1406612
"Regionshospitalet Herning","https://www.basislaege.dk/Ajax_get2013v1.asp","12. okt 18:09",370,"SDU","Midt.",2013-02-01,"Akutafdelingen","Tværgående","Almen praksis i Ringkøbing-Skjern Kommune","Almen praksis","Almen medicin",NA,"Forår 13",2013-02-01,8.9692161,56.1406612
"Regionshospitalet Herning","https://www.basislaege.dk/Ajax_get2010v2.asp","16. apr 17:40",349,"KU","Midt.",2010-08-01,"Akutafdelingen","Tværgående","Almen praksis i Ringkøbing-Skjern Kommune","Almen praksis","Almen medicin",NA,"Efterår 10",2010-08-01,8.9692161,56.1406612
"Regionshospitalet Herning","https://www.basislaege.dk/Ajax_get2011v2.asp","15. apr 14:11",340,"AU","Midt.",2011-08-01,"Akutafdelingen","Tværgående","Almen praksis i Ikast-Brande Kommune","Almen praksis","Almen medicin",NA,"Efterår 11",2011-08-01,8.9692161,56.1406612
"Regionshospitalet Herning","https://www.basislaege.dk/AJAX_Timelines.asp","18. okt. 13:00",235,"KU","Midt.",2019-05-01,"Akutafdelingen *","Akutmedicin","Almen praksis i Herning Kommune","Almen praksis","Almen medicin","516","Forår 19",2019-02-01,8.9692161,56.1406612
"Regionshospitalet Herning","https://www.basislaege.dk/Ajax_get2010v2.asp","16. apr 11:33",313,"KU","Midt.",2010-08-01,"Akutafdelingen","Tværgående","Almen praksis i Herning Kommune","Almen praksis","Almen medicin",NA,"Efterår 10",2010-08-01,8.9692161,56.1406612
"Regionshospitalet Herning","https://www.basislaege.dk/AJAX_Timelines.asp","17. okt. 12:10",152,"AU","Midt.",2019-05-01,"Akutafdelingen *","Akutmedicin","Almen praksis i Herning Kommune","Almen praksis","Almen medicin","92","Forår 19",2019-02-01,8.9692161,56.1406612
"Regionshospitalet Herning","https://www.basislaege.dk/Ajax_get2012v1.asp","14. okt 12:02",316,"KU","Midt.",2012-02-01,"Akutafdelingen","Tværgående","Almen praksis i Ringkøbing-Skjern Kommune","Almen praksis","Almen medicin",NA,"Forår 12",2012-02-01,8.9692161,56.1406612
"Regionshospitalet Herning","https://www.basislaege.dk/Ajax_get2011v1.asp","15. okt 16:40",334,"KU","Midt.",2011-02-01,"Akutafdelingen","Tværgående","Almen praksis i Ringkøbing-Skjern Kommune","Almen praksis","Almen medicin",NA,"Forår 11",2011-02-01,8.9692161,56.1406612
"Regionshospitalet Herning","https://www.basislaege.dk/Ajax_get2011v2.asp","15. apr 16:26",351,"AU","Midt.",2011-08-01,"Akutafdelingen","Tværgående","Almen praksis i Herning Kommune","Almen praksis","Almen medicin",NA,"Efterår 11",2011-08-01,8.9692161,56.1406612
"Regionshospitalet Herning","https://www.basislaege.dk/AJAX_Timelines.asp","17. okt. 10:30",142,"AU","Midt.",2019-02-01,"Akutafdelingen *","Akutmedicin","Almen praksis i Herning Kommune","Almen praksis","Almen medicin","321","Forår 19",2019-02-01,8.9692161,56.1406612
"Regionshospitalet Herning","https://www.basislaege.dk/Ajax_get2012v1.asp","14. okt 18:13",351,"KU","Midt.",2012-05-01,"Akutafdelingen","Tværgående","Almen praksis i Ringkøbing-Skjern Kommune","Almen praksis","Almen medicin",NA,"Forår 12",2012-02-01,8.9692161,56.1406612
"Regionshospitalet Herning","https://www.basislaege.dk/Ajax_get2011v1.asp","15. okt 11:50",308,"KU","Midt.",2011-02-01,"Akutafdelingen","Tværgående","Almen praksis i Herning Kommune","Almen praksis","Almen medicin",NA,"Forår 11",2011-02-01,8.9692161,56.1406612
"Regionshospitalet Herning","https://www.basislaege.dk/Ajax_get2011v1.asp","15. okt 08:20",289,"AU","Midt.",2011-05-01,"Akutafdelingen","Tværgående","Almen praksis i Herning Kommune","Almen praksis","Almen medicin",NA,"Forår 11",2011-02-01,8.9692161,56.1406612
"Regionshospitalet Herning","https://www.basislaege.dk/AJAX_Timelines.asp","18. okt. 09:40",213,"AU","Midt.",2019-05-01,"Akutafdelingen *","Akutmedicin","Almen praksis i Herning Kommune","Almen praksis","Almen medicin","247","Forår 19",2019-02-01,8.9692161,56.1406612
"Regionshospitalet Herning","https://www.basislaege.dk/AJAX_Timelines.asp","18. okt. 14:50",245,"AU","Midt.",2019-02-01,"Akutafdelingen *","Akutmedicin","Almen praksis i Holstebro Kommune","Almen praksis","Almen medicin","496","Forår 19",2019-02-01,8.9692161,56.1406612
"Regionshospitalet Herning","https://www.basislaege.dk/AJAX_Timelines.asp","18. okt. 15:10",247,"AU","Midt.",2019-02-01,"Kirurgisk afdeling","Kirurgi","Almen praksis i Holstebro Kommune","Almen praksis","Almen medicin","569","Forår 19",2019-02-01,8.9692161,56.1406612
"Regionshospitalet Herning","https://www.basislaege.dk/Ajax_get2013v1.asp","12. okt 15:10",353,"AU","Midt.",2013-02-01,"Akutafdelingen","Tværgående","Almen praksis i Ringkøbing-Skjern Kommune","Almen praksis","Almen medicin",NA,"Forår 13",2013-02-01,8.9692161,56.1406612
"Regionshospitalet Herning","https://www.basislaege.dk/AJAX_Timelines.asp","17. okt. 18:40",192,"AU","Midt.",2019-05-01,"Akutafdelingen *","Akutmedicin","Almen praksis i Ikast-Brande Kommune","Almen praksis","Almen medicin","514","Forår 19",2019-02-01,8.9692161,56.1406612
"Regionshospitalet Herning","https://www.basislaege.dk/Ajax_get2011v1.asp","14. okt 16:43",262,"AU","Midt.",2011-05-01,"Akutafdelingen","Tværgående","Almen praksis i Ikast-Brande Kommune","Almen praksis","Almen medicin",NA,"Forår 11",2011-02-01,8.9692161,56.1406612
"Regionshospitalet Herning","https://www.basislaege.dk/Ajax_get2010v2.asp","16. apr 14:14",328,"KU","Midt.",2010-11-01,"Akutafdelingen","Tværgående","Almen praksis i Ikast-Brande Kommune","Almen praksis","Almen medicin",NA,"Efterår 10",2010-08-01,8.9692161,56.1406612
"Regionshospitalet Herning","https://www.basislaege.dk/Ajax_get2010v2.asp","16. apr 13:00",322,"SDU","Midt.",2010-11-01,"Akutafdelingen","Tværgående","Almen praksis i Herning Kommune","Almen praksis","Almen medicin",NA,"Efterår 10",2010-08-01,8.9692161,56.1406612
"Regionshospitalet Herning","https://www.basislaege.dk/AJAX_Timelines.asp","22. okt. 20:10",506,"AU","Midt.",2019-02-01,"Kirurgisk afdeling","Kirurgi","Almen praksis i Ringkøbing-Skjern Kommune","Almen praksis","Almen medicin","208","Forår 19",2019-02-01,8.9692161,56.1406612
"Regionshospitalet Holstebro","https://www.basislaege.dk/AJAX_Timelines.asp","19. okt. 16:00",327,"AAU","Midt.",2019-02-01,"Medicinsk afdeling *","Intern medicin","Almen praksis i Lemvig Kommune","Almen praksis","Almen medicin","524","Forår 19",2019-02-01,8.6245097,56.3614074
"Regionshospitalet Holstebro","https://www.basislaege.dk/Ajax_get2012v2.asp","17. apr 14:37",401,"KU","Midt.",2012-11-01,"Medicinsk afdeling","Intern medicin","Almen praksis i Lemvig Kommune","Almen praksis","Almen medicin",NA,"Efterår 12",2012-08-01,8.6245097,56.3614074
"Regionshospitalet Holstebro","https://www.basislaege.dk/Ajax_get2012v2.asp","17. apr 15:03",404,"KU","Midt.",2012-11-01,"Medicinsk afdeling","Intern medicin","Almen praksis i Holstebro Kommune","Almen praksis","Almen medicin",NA,"Efterår 12",2012-08-01,8.6245097,56.3614074
"Regionshospitalet Holstebro","https://www.basislaege.dk/Ajax_get2012v1.asp","14. okt 20:10",364,"KU","Midt.",2012-02-01,"Medicinsk afdeling","Intern medicin","Regionshospitalet Holstebro","Urologisk afdeling","Urologi",NA,"Forår 12",2012-02-01,8.6245097,56.3614074
"Regionshospitalet Holstebro","https://www.basislaege.dk/Ajax_get2013v1.asp","10. okt 11:31",174,"KU","Midt.",2013-02-01,"Medicinsk afdeling","Intern medicin","Almen praksis i Holstebro Kommune","Almen praksis","Almen medicin",NA,"Forår 13",2013-02-01,8.6245097,56.3614074
"Regionshospitalet Holstebro","https://www.basislaege.dk/Ajax_get2013v1.asp","10. okt 11:31",174,"KU","Midt.",2013-02-01,"Medicinsk afdeling","Intern medicin","Almen praksis i Struer Kommune","Almen praksis","Almen medicin",NA,"Forår 13",2013-02-01,8.6245097,56.3614074
"Regionshospitalet Holstebro","https://www.basislaege.dk/AJAX_Timelines.asp","23. okt. 11:30",533,"AU","Midt.",2019-02-01,"Neurologisk afdeling","Neurologi","Almen praksis i Struer Kommune","Almen praksis","Almen medicin","115","Forår 19",2019-02-01,8.6245097,56.3614074
"Regionshospitalet Holstebro","https://www.basislaege.dk/Ajax_get2010v2.asp","16. apr 14:40",331,"AU","Midt.",2010-08-01,"Medicinsk afdeling","Intern medicin","Regionshospitalet Holstebro","Urologisk afdeling","Urologi",NA,"Efterår 10",2010-08-01,8.6245097,56.3614074
"Regionshospitalet Holstebro","https://www.basislaege.dk/Ajax_get2011v2.asp","18. apr 12:52",400,"KU","Midt.",2011-08-01,"Medicinsk afdeling","Intern medicin","Almen praksis i Struer Kommune","Almen praksis","Almen medicin",NA,"Efterår 11",2011-08-01,8.6245097,56.3614074
"Regionshospitalet Holstebro","https://www.basislaege.dk/Ajax_get2011v2.asp","18. apr 15:12",413,"KU","Midt.",2011-11-01,"Medicinsk afdeling","Intern medicin","Almen praksis i Holstebro Kommune","Almen praksis","Almen medicin",NA,"Efterår 11",2011-08-01,8.6245097,56.3614074
"Regionshospitalet Holstebro","https://www.basislaege.dk/Ajax_get2012v1.asp","14. okt 13:11",323,"AU","Midt.",2012-02-01,"Medicinsk afdeling","Intern medicin","Almen praksis i Holstebro Kommune","Almen praksis","Almen medicin",NA,"Forår 12",2012-02-01,8.6245097,56.3614074
"Regionshospitalet Holstebro","https://www.basislaege.dk/Ajax_get2012v1.asp","14. okt 19:01",356,"AU","Midt.",2012-05-01,"Medicinsk afdeling","Intern medicin","Almen praksis i Holstebro Kommune","Almen praksis","Almen medicin",NA,"Forår 12",2012-02-01,8.6245097,56.3614074
"Regionshospitalet Holstebro","https://www.basislaege.dk/Ajax_get2013v1.asp","12. okt 09:10",314,"KU","Midt.",2013-05-01,"Medicinsk afdeling","Intern medicin","Almen praksis i Holstebro Kommune","Almen praksis","Almen medicin",NA,"Forår 13",2013-02-01,8.6245097,56.3614074
"Regionshospitalet Holstebro","https://www.basislaege.dk/Ajax_get2012v2.asp","16. apr 18:20",347,"KU","Midt.",2012-08-01,"Medicinsk afdeling","Intern medicin","Regionshospitalet Holstebro","Urinvejskirurgisk afdeling","Urologi",NA,"Efterår 12",2012-08-01,8.6245097,56.3614074
"Regionshospitalet Holstebro","https://www.basislaege.dk/Ajax_get2011v2.asp","18. apr 17:26",425,"KU","Midt.",2011-11-01,"Medicinsk afdeling","Intern medicin","Almen praksis i Lemvig Kommune","Almen praksis","Almen medicin",NA,"Efterår 11",2011-08-01,8.6245097,56.3614074
"Regionshospitalet Holstebro","https://www.basislaege.dk/Ajax_get2011v2.asp","18. apr 13:40",405,"AU","Midt.",2011-11-01,"Medicinsk afdeling","Intern medicin","Almen praksis i Holstebro Kommune","Almen praksis","Almen medicin",NA,"Efterår 11",2011-08-01,8.6245097,56.3614074
"Regionshospitalet Holstebro","https://www.basislaege.dk/AJAX_Timelines.asp","18. okt. 11:50",227,"AU","Midt.",2019-02-01,"Urinvejskirurgisk afdeling","Urologi","Almen praksis i Holstebro Kommune","Almen praksis","Almen medicin","43","Forår 19",2019-02-01,8.6245097,56.3614074
"Regionshospitalet Holstebro","https://www.basislaege.dk/Ajax_get2013v1.asp","10. okt 18:59",216,"AU","Midt.",2013-02-01,"Medicinsk afdeling","Intern medicin","Regionshospitalet Holstebro","Urinvejskirurgisk afdeling","Urologi",NA,"Forår 13",2013-02-01,8.6245097,56.3614074
"Regionshospitalet Holstebro","https://www.basislaege.dk/Ajax_get2012v2.asp","16. apr 14:03",319,"AU","Midt.",2012-08-01,"Medicinsk afdeling","Intern medicin","Almen praksis i Struer Kommune","Almen praksis","Almen medicin",NA,"Efterår 12",2012-08-01,8.6245097,56.3614074
"Regionshospitalet Holstebro","https://www.basislaege.dk/Ajax_get2011v2.asp","14. apr 19:31",293,"AU","Midt.",2011-08-01,"Medicinsk afdeling","Intern medicin","Regionshospitalet Holstebro","Urologisk afdeling","Urologi",NA,"Efterår 11",2011-08-01,8.6245097,56.3614074
"Regionshospitalet Holstebro","https://www.basislaege.dk/AJAX_Timelines.asp","20. okt. 16:40",407,"AU","Midt.",2019-02-01,"Medicinsk afdeling *","Intern medicin","Almen praksis i Holstebro Kommune","Almen praksis","Almen medicin","325","Forår 19",2019-02-01,8.6245097,56.3614074
"Regionshospitalet Holstebro","https://www.basislaege.dk/Ajax_get2013v1.asp","11. okt 17:11",286,"AU","Midt.",2013-02-01,"Medicinsk afdeling","Intern medicin","Regionshospitalet Holstebro","Urinvejskirurgisk afdeling","Urologi",NA,"Forår 13",2013-02-01,8.6245097,56.3614074
"Regionshospitalet Holstebro","https://www.basislaege.dk/Ajax_get2011v1.asp","18. okt 12:52",383,"AU","Midt.",2011-05-01,"Medicinsk afdeling","Intern medicin","Almen praksis i Lemvig Kommune","Almen praksis","Almen medicin",NA,"Forår 11",2011-02-01,8.6245097,56.3614074
"Regionshospitalet Holstebro","https://www.basislaege.dk/AJAX_Timelines.asp","23. okt. 09:00",517,"SDU","Midt.",2019-05-01,"Medicinsk afdeling *","Intern medicin","Almen praksis i Struer Kommune","Almen praksis","Almen medicin","539","Forår 19",2019-02-01,8.6245097,56.3614074
"Regionshospitalet Holstebro","https://www.basislaege.dk/Ajax_get2010v2.asp","16. apr 19:11",357,"AU","Midt.",2010-11-01,"Medicinsk afdeling","Intern medicin","Almen praksis i Holstebro Kommune","Almen praksis","Almen medicin",NA,"Efterår 10",2010-08-01,8.6245097,56.3614074
"Regionshospitalet Holstebro","https://www.basislaege.dk/AJAX_Timelines.asp","20. okt. 08:20",361,"AU","Midt.",2019-05-01,"Medicinsk afdeling *","Intern medicin","Almen praksis i Holstebro Kommune","Almen praksis","Almen medicin","245","Forår 19",2019-02-01,8.6245097,56.3614074
"Regionshospitalet Holstebro","https://www.basislaege.dk/Ajax_get2012v1.asp","13. okt 15:29",262,"KU","Midt.",2012-02-01,"Medicinsk afdeling","Intern medicin","Regionshospitalet Holstebro","Urologisk afdeling","Urologi",NA,"Forår 12",2012-02-01,8.6245097,56.3614074
"Regionshospitalet Holstebro","https://www.basislaege.dk/AJAX_Timelines.asp","23. okt. 13:30",545,"AU","Midt.",2019-02-01,"Urinvejskirurgisk afdeling","Urologi","Almen praksis i Holstebro Kommune","Almen praksis","Almen medicin","125","Forår 19",2019-02-01,8.6245097,56.3614074
"Regionshospitalet Holstebro","https://www.basislaege.dk/Ajax_get2012v2.asp","17. apr 12:00",386,"AU","Midt.",2012-11-01,"Medicinsk afdeling","Intern medicin","Almen praksis i Holstebro Kommune","Almen praksis","Almen medicin",NA,"Efterår 12",2012-08-01,8.6245097,56.3614074
"Regionshospitalet Holstebro","https://www.basislaege.dk/Ajax_get2010v2.asp","16. apr 15:30",336,"KU","Midt.",2010-08-01,"Medicinsk afdeling","Intern medicin","Regionshospitalet Holstebro","Urologisk afdeling","Urologi",NA,"Efterår 10",2010-08-01,8.6245097,56.3614074
"Regionshospitalet Holstebro","https://www.basislaege.dk/Ajax_get2011v1.asp","18. okt 12:01",378,"AU","Midt.",2011-05-01,"Medicinsk afdeling","Intern medicin","Almen praksis i Holstebro Kommune","Almen praksis","Almen medicin",NA,"Forår 11",2011-02-01,8.6245097,56.3614074
"Regionshospitalet Holstebro","https://www.basislaege.dk/Ajax_get2010v2.asp","19. apr 09:20",374,"SDU","Midt.",2010-11-01,"Medicinsk afdeling","Intern medicin","Almen praksis i Struer Kommune","Almen praksis","Almen medicin",NA,"Efterår 10",2010-08-01,8.6245097,56.3614074
"Regionshospitalet Holstebro","https://www.basislaege.dk/Ajax_get2010v2.asp","16. apr 20:10",362,"KU","Midt.",2010-11-01,"Medicinsk afdeling","Intern medicin","Almen praksis i Holstebro Kommune","Almen praksis","Almen medicin",NA,"Efterår 10",2010-08-01,8.6245097,56.3614074
"Regionshospitalet Holstebro","https://www.basislaege.dk/Ajax_get2011v1.asp","15. okt 18:40",344,"AU","Midt.",2011-02-01,"Medicinsk afdeling","Intern medicin","Regionshospitalet Holstebro","Urologisk afdeling","Urologi",NA,"Forår 11",2011-02-01,8.6245097,56.3614074
